date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2014-06-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.88,0.313
2014-06-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,13.23,0.7041
2014-06-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,4.31,0.2291
2014-06-15,,,National Average,,,pulses and nuts,"Peas (green, dry)",KG,actual,Retail,TRY,2.5,0.133
2014-06-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,2.86,0.1523
2014-06-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,5.24,0.2788
2014-06-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,1.34,0.0712
2014-06-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,7.46,0.3973
2014-06-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.09,0.0582
2014-06-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,1.36,0.0726
2014-07-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,3.24,1.5322
2014-07-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.61,1.2325
2014-07-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.67,1.2599
2014-07-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.65,3.1429
2014-07-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.6,1.2286
2014-07-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,15.58,7.3651
2014-07-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,7.49,3.5416
2014-07-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,26.75,12.642
2014-07-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,29.04,13.7223
2014-07-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.59,1.2251
2014-07-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,38.37,18.1323
2014-07-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,30.78,14.5481
2014-07-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,39.72,18.7716
2014-07-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.48,0.7001
2014-07-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,TRY,3.92,1.8536
2014-07-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,16.56,7.8271
2014-07-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,3.88,1.8354
2014-07-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,13.15,6.2139
2014-07-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.14,2.904
2014-07-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,9.99,4.7194
2014-07-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.82,2.7519
2014-07-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,13.22,6.2469
2014-07-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,4.3,2.0302
2014-07-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,2.9,1.3683
2014-07-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,5.03,2.3789
2014-07-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,1.3,0.6131
2014-07-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,8.12,3.8396
2014-07-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.08,0.5093
2014-07-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,1.42,0.6718
2014-08-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,3.25,1.5084
2014-08-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.64,1.2273
2014-08-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.72,1.2629
2014-08-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.68,3.1043
2014-08-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.62,1.2168
2014-08-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,15.43,7.1685
2014-08-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,7.57,3.5186
2014-08-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,26.96,12.5282
2014-08-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,29.46,13.6869
2014-08-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.67,1.2393
2014-08-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,38.5,17.8913
2014-08-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.48,14.6273
2014-08-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,39.71,18.4523
2014-08-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.49,0.691
2014-08-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,TRY,3.99,1.8556
2014-08-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,16.89,7.8461
2014-08-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,3.95,1.8372
2014-08-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,13.22,6.1446
2014-08-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.13,2.8474
2014-08-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,9.84,4.5706
2014-08-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.87,2.7259
2014-08-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,13.25,6.1589
2014-08-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,4.53,2.1035
2014-08-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,2.84,1.3194
2014-08-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,5.07,2.356
2014-08-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,1.57,0.7295
2014-08-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,8.77,4.0764
2014-08-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.06,0.4949
2014-08-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,1.68,0.7819
2014-09-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,3.26,1.4693
2014-09-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.66,1.1986
2014-09-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.74,1.2353
2014-09-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.6,2.9741
2014-09-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.62,1.1811
2014-09-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.39,0.1752
2014-09-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,14.59,6.5707
2014-09-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,7.32,3.2979
2014-09-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,27.18,12.2397
2014-09-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,30.37,13.6763
2014-09-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.71,1.2228
2014-09-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,38.79,17.4694
2014-09-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.07,13.9922
2014-09-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,39.7,17.8794
2014-09-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.48,0.6679
2014-09-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,TRY,4.01,1.808
2014-09-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,17.13,7.7159
2014-09-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,3.97,1.7895
2014-09-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,13.37,6.0223
2014-09-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.11,2.7514
2014-09-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,9.41,4.2398
2014-09-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.9,2.6584
2014-09-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,13.39,6.0326
2014-09-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,4.71,2.1194
2014-09-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,2.55,1.1471
2014-09-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,5.1,2.2983
2014-09-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,1.51,0.6787
2014-09-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,9.16,4.1276
2014-09-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.06,0.4791
2014-09-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,1.75,0.7874
2014-10-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,2.81,1.2343
2014-10-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.5,1.1015
2014-10-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.79,1.2286
2014-10-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.5,2.8575
2014-10-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.63,1.1552
2014-10-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.33,0.1434
2014-10-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,11.83,5.2044
2014-10-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,24.38,10.7228
2014-10-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,27.29,12.0033
2014-10-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.78,1.222
2014-10-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,37.62,16.5509
2014-10-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.63,13.9155
2014-10-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,27.69,12.181
2014-10-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.4,0.6176
2014-10-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,17.57,7.7306
2014-10-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,4.04,1.7754
2014-10-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,13.05,5.7406
2014-10-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.18,2.7185
2014-10-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,8.67,3.8139
2014-10-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.64,2.4832
2014-10-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,11.96,5.2589
2014-10-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,4.72,2.0763
2014-10-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,2.37,1.0417
2014-10-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,5.01,2.2021
2014-10-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.04,0.4579
2014-10-15,,,National Average,,,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,2.24,0.9871
2014-10-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,1.5,0.6607
2014-10-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,8.46,3.7215
2014-10-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.12,0.4914
2014-10-15,,,National Average,,,vegetables and fruits,Oranges,KG,actual,Retail,TRY,2.33,1.0254
2014-10-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,2.26,0.9955
2014-11-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,2.91,0.1551
2014-11-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.6,0.1382
2014-11-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.83,0.1508
2014-11-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.64,0.3536
2014-11-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.65,0.1409
2014-11-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.32,0.0168
2014-11-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,12.75,0.6785
2014-11-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,6.64,0.3533
2014-11-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,24.61,1.3097
2014-11-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,27.29,1.4521
2014-11-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.79,0.1486
2014-11-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,37.13,1.9758
2014-11-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.64,1.684
2014-11-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,29.12,1.5499
2014-11-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.42,0.0756
2014-11-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,17.95,0.9553
2014-11-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,4.07,0.2168
2014-11-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,13.11,0.6976
2014-11-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.18,0.3291
2014-11-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,8.28,0.4405
2014-11-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.67,0.3015
2014-11-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,12.25,0.6519
2014-11-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,4.96,0.2641
2014-11-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,2.22,0.1182
2014-11-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,4.85,0.2579
2014-11-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.03,0.0546
2014-11-15,,,National Average,,,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,2.95,0.1568
2014-11-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,2.06,0.1097
2014-11-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,8.85,0.4712
2014-11-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.16,0.0617
2014-11-15,,,National Average,,,vegetables and fruits,Oranges,KG,actual,Retail,TRY,1.58,0.084
2014-11-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,2.46,0.1306
2014-12-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,2.85,1.2401
2014-12-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.63,1.1445
2014-12-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.84,1.2322
2014-12-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.72,2.9205
2014-12-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.65,1.1532
2014-12-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,12.94,5.6196
2014-12-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,6.51,2.8263
2014-12-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,24.05,10.4443
2014-12-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,27.66,12.0149
2014-12-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.84,1.2348
2014-12-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,37.02,16.0778
2014-12-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.66,13.751
2014-12-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,27.62,11.9949
2014-12-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.42,0.6155
2014-12-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,TRY,3.72,1.6171
2014-12-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,18.28,7.9412
2014-12-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,4.09,1.7769
2014-12-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,13.04,5.6617
2014-12-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.26,2.719
2014-12-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,8.05,3.4948
2014-12-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.64,2.4484
2014-12-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,12.21,5.3029
2014-12-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,5.0,2.1717
2014-12-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,2.25,0.976
2014-12-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,4.6,1.998
2014-12-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.09,0.4743
2014-12-15,,,National Average,,,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,2.21,0.9616
2014-12-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,2.34,1.0172
2014-12-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,8.96,3.8922
2014-12-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.18,0.5134
2014-12-15,,,National Average,,,vegetables and fruits,Oranges,KG,actual,Retail,TRY,1.18,0.513
2014-12-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,2.07,0.8987
2015-01-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,3.0,1.3151
2015-01-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.69,1.1788
2015-01-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.93,1.2835
2015-01-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.75,2.9611
2015-01-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.68,1.1766
2015-01-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.32,0.1407
2015-01-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,13.48,5.9109
2015-01-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,24.18,10.5996
2015-01-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,28.24,12.3789
